DAUID,low_income,minority,total_pop,total_pop_census,seniors,lone_parent,recent_immigrant,youth_15_24,visible_minority,low_income_lim
48111323,115.0,65.0,586.0,586.0,19.7,5.0,20.0,10.0,65.0,40.0
48111324,120.0,170.0,628.0,628.0,19.8,15.0,40.0,15.0,170.0,35.0
48111325,85.0,140.0,638.0,638.0,31.3,10.0,20.0,0.0,140.0,15.0
48111326,160.0,220.0,619.0,619.0,25.8,15.0,35.0,15.0,220.0,20.0
48111327,250.0,450.0,1023.0,1023.0,25.0,25.0,45.0,90.0,450.0,65.0
48111328,185.0,240.0,847.0,847.0,21.8,35.0,55.0,35.0,240.0,45.0
48111329,75.0,50.0,305.0,305.0,24.6,10.0,0.0,25.0,50.0,0.0
48111330,105.0,170.0,424.0,424.0,24.7,10.0,0.0,20.0,170.0,20.0
48111331,75.0,270.0,360.0,360.0,20.8,10.0,55.0,20.0,270.0,25.0
48111332,110.0,165.0,473.0,473.0,23.2,25.0,15.0,15.0,165.0,35.0
48111333,110.0,155.0,464.0,464.0,24.7,15.0,55.0,15.0,155.0,25.0
48111334,75.0,15.0,354.0,354.0,20.0,25.0,0.0,0.0,15.0,40.0
48111335,80.0,30.0,389.0,389.0,20.5,35.0,15.0,10.0,30.0,50.0
48111371,60.0,380.0,532.0,532.0,11.3,25.0,110.0,75.0,380.0,45.0
48111372,65.0,200.0,381.0,381.0,17.1,15.0,45.0,35.0,200.0,25.0
48111373,80.0,250.0,424.0,424.0,18.8,10.0,110.0,55.0,250.0,25.0
48111433,125.0,250.0,618.0,618.0,20.2,30.0,100.0,40.0,250.0,75.0
48111434,0.0,135.0,237.0,237.0,18.8,15.0,25.0,15.0,135.0,0.0
48111435,120.0,535.0,795.0,795.0,15.1,60.0,230.0,70.0,535.0,220.0
48111436,135.0,315.0,762.0,762.0,17.8,40.0,30.0,60.0,315.0,40.0
48111438,70.0,185.0,558.0,558.0,12.5,25.0,15.0,30.0,185.0,50.0
48111442,155.0,205.0,558.0,558.0,26.8,15.0,10.0,45.0,205.0,30.0
48111443,65.0,20.0,250.0,250.0,24.0,10.0,0.0,0.0,20.0,10.0
48111444,100.0,475.0,966.0,966.0,10.4,65.0,190.0,45.0,475.0,110.0
48111445,0.0,70.0,173.0,173.0,11.4,15.0,0.0,25.0,70.0,0.0
48111446,90.0,250.0,678.0,678.0,12.6,80.0,60.0,35.0,250.0,110.0
48111447,70.0,245.0,628.0,628.0,11.2,55.0,75.0,35.0,245.0,85.0
48111448,55.0,285.0,583.0,583.0,10.3,55.0,120.0,45.0,285.0,40.0
48111449,105.0,50.0,499.0,499.0,21.0,30.0,15.0,25.0,50.0,35.0
48111451,90.0,240.0,809.0,809.0,35.8,55.0,105.0,55.0,240.0,200.0
48111452,55.0,300.0,507.0,507.0,10.9,50.0,115.0,40.0,300.0,125.0
48111453,80.0,265.0,470.0,470.0,18.1,40.0,100.0,25.0,265.0,105.0
48111454,110.0,95.0,500.0,500.0,22.0,30.0,35.0,0.0,95.0,35.0
48111455,115.0,435.0,897.0,897.0,12.8,50.0,125.0,70.0,435.0,110.0
48111456,75.0,385.0,669.0,669.0,11.9,50.0,170.0,75.0,385.0,105.0
48111457,55.0,400.0,664.0,664.0,9.0,55.0,120.0,65.0,400.0,190.0
48111458,115.0,75.0,530.0,530.0,20.8,35.0,0.0,25.0,75.0,60.0
48111459,125.0,195.0,566.0,566.0,22.1,35.0,30.0,35.0,195.0,20.0
48111460,90.0,65.0,314.0,314.0,27.4,15.0,15.0,15.0,65.0,20.0
48111461,75.0,25.0,404.0,404.0,18.5,30.0,10.0,20.0,25.0,20.0
48111462,155.0,245.0,688.0,688.0,22.5,35.0,50.0,80.0,245.0,40.0
48111463,115.0,100.0,456.0,456.0,25.3,25.0,30.0,20.0,100.0,50.0
48111464,115.0,130.0,501.0,501.0,23.0,40.0,40.0,20.0,130.0,60.0
48111465,95.0,75.0,403.0,403.0,23.5,30.0,25.0,20.0,75.0,20.0
48111466,80.0,115.0,411.0,411.0,20.7,30.0,0.0,10.0,115.0,70.0
48111467,130.0,120.0,705.0,705.0,19.1,50.0,30.0,25.0,120.0,50.0
48111468,100.0,50.0,499.0,499.0,21.0,20.0,0.0,10.0,50.0,45.0
48111469,80.0,110.0,496.0,496.0,16.2,30.0,45.0,15.0,110.0,40.0
48111471,85.0,180.0,570.0,570.0,14.9,50.0,70.0,40.0,180.0,85.0
48111476,35.0,95.0,374.0,374.0,10.8,30.0,35.0,25.0,95.0,30.0
48111477,90.0,400.0,638.0,638.0,14.2,40.0,130.0,60.0,400.0,85.0
48111478,245.0,580.0,1260.0,1260.0,19.0,90.0,190.0,75.0,580.0,190.0
48111479,80.0,170.0,373.0,373.0,21.6,15.0,35.0,25.0,170.0,15.0
48111480,0.0,85.0,194.0,194.0,12.8,10.0,0.0,15.0,85.0,0.0
48111495,130.0,270.0,763.0,763.0,16.3,50.0,60.0,40.0,270.0,65.0
48111496,115.0,180.0,860.0,860.0,12.8,60.0,55.0,30.0,180.0,140.0
48111497,105.0,445.0,1139.0,1139.0,9.6,100.0,195.0,60.0,445.0,195.0
48111499,135.0,255.0,935.0,935.0,14.4,65.0,170.0,45.0,255.0,105.0
48111500,195.0,460.0,990.0,990.0,20.2,45.0,90.0,40.0,460.0,65.0
48111502,180.0,200.0,992.0,992.0,18.6,40.0,100.0,45.0,200.0,60.0
48111503,145.0,740.0,1151.0,1151.0,13.0,45.0,335.0,120.0,740.0,165.0
48111505,120.0,305.0,736.0,736.0,16.2,50.0,125.0,105.0,305.0,150.0
48111506,70.0,165.0,397.0,397.0,17.7,15.0,15.0,25.0,165.0,10.0
48111508,100.0,245.0,921.0,921.0,10.8,85.0,80.0,60.0,245.0,165.0
48111509,45.0,195.0,321.0,321.0,12.5,15.0,0.0,20.0,195.0,20.0
48111510,30.0,95.0,264.0,264.0,11.3,10.0,40.0,15.0,95.0,5.0
48111511,100.0,455.0,814.0,814.0,12.3,40.0,150.0,60.0,455.0,55.0
48111512,60.0,240.0,496.0,496.0,12.1,30.0,65.0,50.0,240.0,10.0
48111513,80.0,430.0,697.0,697.0,11.4,25.0,140.0,60.0,430.0,25.0
48111514,85.0,365.0,639.0,639.0,13.3,15.0,70.0,30.0,365.0,30.0
48111515,45.0,100.0,392.0,392.0,11.4,25.0,65.0,20.0,100.0,20.0
48111516,50.0,70.0,318.0,318.0,15.9,15.0,0.0,25.0,70.0,20.0
48111517,40.0,145.0,288.0,288.0,12.1,15.0,30.0,25.0,145.0,0.0
48111518,30.0,515.0,818.0,818.0,3.7,40.0,290.0,45.0,515.0,145.0
48111519,5.0,210.0,309.0,309.0,3.2,10.0,80.0,10.0,210.0,55.0
48111520,55.0,130.0,255.0,255.0,21.6,15.0,0.0,15.0,130.0,15.0
48111521,130.0,325.0,579.0,579.0,21.6,10.0,35.0,60.0,325.0,25.0
48111522,85.0,235.0,434.0,434.0,22.1,10.0,55.0,20.0,235.0,20.0
48111523,0.0,40.0,247.0,247.0,38.8,10.0,0.0,0.0,40.0,0.0
48111524,0.0,20.0,220.0,220.0,27.3,5.0,0.0,25.0,20.0,0.0
48111525,80.0,45.0,317.0,317.0,25.4,10.0,10.0,30.0,45.0,5.0
48111526,80.0,115.0,334.0,334.0,24.2,10.0,30.0,25.0,115.0,5.0
48111527,30.0,75.0,320.0,320.0,9.4,20.0,35.0,10.0,75.0,25.0
48111528,95.0,385.0,894.0,894.0,10.7,65.0,140.0,50.0,385.0,120.0
48111529,105.0,285.0,623.0,623.0,17.7,45.0,65.0,55.0,285.0,120.0
48111530,120.0,285.0,645.0,645.0,33.3,20.0,105.0,65.0,285.0,25.0
48111531,275.0,230.0,927.0,927.0,29.6,85.0,65.0,30.0,230.0,190.0
48111532,45.0,260.0,386.0,386.0,11.7,35.0,95.0,30.0,260.0,60.0
48111533,65.0,75.0,262.0,262.0,23.1,10.0,0.0,20.0,75.0,5.0
48111534,140.0,315.0,823.0,823.0,17.0,50.0,175.0,50.0,315.0,110.0
48111536,320.0,330.0,1384.0,1384.0,23.0,15.0,65.0,55.0,330.0,140.0
48111537,200.0,395.0,941.0,941.0,21.3,45.0,105.0,65.0,395.0,125.0
48111538,115.0,440.0,856.0,856.0,13.4,55.0,100.0,80.0,440.0,90.0
48111539,145.0,225.0,704.0,704.0,20.0,40.0,80.0,40.0,225.0,50.0
48111540,125.0,425.0,975.0,975.0,12.8,25.0,35.0,75.0,425.0,40.0
48111541,225.0,490.0,1234.0,1234.0,18.3,50.0,65.0,55.0,490.0,75.0
48111543,160.0,545.0,716.0,716.0,22.4,25.0,10.0,140.0,545.0,10.0
48111544,90.0,265.0,536.0,536.0,15.9,20.0,35.0,65.0,265.0,25.0
48111545,110.0,340.0,620.0,620.0,17.7,30.0,10.0,105.0,340.0,45.0
48111546,85.0,300.0,751.0,751.0,11.3,55.0,60.0,75.0,300.0,50.0
48111555,85.0,0.0,476.0,476.0,17.9,25.0,0.0,0.0,0.0,35.0
48111556,105.0,20.0,528.0,528.0,19.8,15.0,0.0,0.0,20.0,35.0
48111564,95.0,0.0,524.0,524.0,18.1,5.0,0.0,10.0,0.0,30.0
48111565,95.0,20.0,412.0,412.0,23.2,15.0,20.0,0.0,20.0,30.0
48111567,190.0,20.0,698.0,698.0,38.8,20.0,0.0,10.0,20.0,50.0
48111568,170.0,35.0,542.0,542.0,31.5,30.0,25.0,30.0,35.0,50.0
48111569,110.0,50.0,491.0,491.0,21.2,20.0,30.0,0.0,50.0,40.0
48111570,240.0,45.0,777.0,777.0,31.0,30.0,30.0,10.0,45.0,40.0
48111571,210.0,0.0,1025.0,1025.0,20.5,50.0,30.0,15.0,0.0,50.0
48111572,115.0,30.0,633.0,633.0,18.3,20.0,15.0,15.0,30.0,20.0
48111573,20.0,70.0,362.0,362.0,4.2,35.0,50.0,10.0,70.0,70.0
48111574,90.0,15.0,422.0,422.0,21.4,20.0,0.0,0.0,15.0,10.0
48111575,160.0,85.0,800.0,800.0,20.0,35.0,25.0,10.0,85.0,30.0
48111576,85.0,0.0,385.0,385.0,22.1,10.0,0.0,0.0,0.0,10.0
48111577,95.0,15.0,534.0,534.0,17.8,35.0,0.0,0.0,15.0,30.0
48111578,110.0,45.0,425.0,425.0,25.9,20.0,30.0,0.0,45.0,25.0
48111579,80.0,0.0,486.0,486.0,16.5,20.0,10.0,0.0,0.0,30.0
48111580,55.0,40.0,504.0,504.0,10.9,35.0,0.0,0.0,40.0,25.0
48111582,75.0,30.0,704.0,704.0,10.6,25.0,0.0,0.0,30.0,25.0
48111586,85.0,0.0,429.0,429.0,20.9,35.0,0.0,0.0,0.0,50.0
48111588,125.0,390.0,928.0,928.0,13.4,50.0,65.0,60.0,390.0,45.0
48111589,100.0,235.0,538.0,538.0,18.7,35.0,125.0,50.0,235.0,55.0
48111590,65.0,165.0,471.0,471.0,13.8,25.0,20.0,30.0,165.0,55.0
48111591,60.0,120.0,339.0,339.0,19.1,15.0,35.0,25.0,120.0,20.0
48111592,250.0,1465.0,2581.0,2581.0,9.7,140.0,510.0,155.0,1465.0,320.0
48111594,120.0,540.0,1086.0,1086.0,11.1,40.0,135.0,105.0,540.0,45.0
48111595,235.0,295.0,904.0,904.0,39.4,35.0,90.0,45.0,295.0,40.0
48111597,80.0,170.0,726.0,726.0,11.0,70.0,80.0,40.0,170.0,100.0
48111598,45.0,220.0,473.0,473.0,10.5,40.0,100.0,40.0,220.0,55.0
48111599,60.0,235.0,681.0,681.0,9.6,90.0,100.0,25.0,235.0,125.0
48111601,65.0,0.0,374.0,374.0,17.3,20.0,0.0,0.0,0.0,20.0
48111602,220.0,70.0,1081.0,1081.0,20.3,45.0,10.0,20.0,70.0,40.0
48111603,110.0,50.0,704.0,704.0,16.3,25.0,35.0,10.0,50.0,30.0
48111604,105.0,80.0,536.0,536.0,19.6,20.0,30.0,30.0,80.0,30.0
48111605,185.0,40.0,631.0,631.0,29.1,15.0,20.0,20.0,40.0,35.0
48111606,215.0,0.0,616.0,616.0,35.0,30.0,0.0,10.0,0.0,20.0
48111607,100.0,0.0,402.0,402.0,23.8,20.0,0.0,0.0,0.0,25.0
48111608,150.0,45.0,687.0,687.0,21.9,40.0,0.0,10.0,45.0,25.0
48111609,105.0,0.0,402.0,402.0,25.9,15.0,0.0,0.0,0.0,25.0
48111610,125.0,0.0,538.0,538.0,23.4,25.0,0.0,15.0,0.0,30.0
48111611,150.0,50.0,745.0,745.0,20.1,30.0,15.0,20.0,50.0,30.0
48111612,140.0,0.0,509.0,509.0,28.7,10.0,0.0,0.0,0.0,15.0
48111613,100.0,20.0,478.0,478.0,21.1,10.0,0.0,10.0,20.0,10.0
48111614,85.0,25.0,620.0,620.0,12.9,15.0,0.0,0.0,25.0,0.0
48111615,125.0,40.0,819.0,819.0,15.2,25.0,0.0,15.0,40.0,25.0
48111616,70.0,0.0,417.0,417.0,16.9,20.0,0.0,0.0,0.0,0.0
48111617,165.0,60.0,935.0,935.0,17.6,15.0,0.0,10.0,60.0,10.0
48111618,125.0,55.0,782.0,782.0,15.9,20.0,40.0,15.0,55.0,20.0
48111619,95.0,35.0,765.0,765.0,12.4,20.0,20.0,15.0,35.0,20.0
48111620,215.0,35.0,978.0,978.0,21.5,35.0,35.0,20.0,35.0,35.0
48111621,90.0,25.0,399.0,399.0,22.5,15.0,0.0,0.0,25.0,25.0
48111622,245.0,40.0,931.0,931.0,26.3,20.0,15.0,20.0,40.0,30.0
48111624,85.0,60.0,463.0,463.0,18.3,30.0,20.0,0.0,60.0,25.0
48111625,95.0,60.0,422.0,422.0,21.4,10.0,0.0,10.0,60.0,20.0
48111626,85.0,0.0,419.0,419.0,20.2,25.0,0.0,0.0,0.0,15.0
48111627,95.0,65.0,474.0,474.0,18.9,25.0,65.0,0.0,65.0,20.0
48111628,85.0,0.0,434.0,434.0,19.5,25.0,0.0,10.0,0.0,20.0
48111629,85.0,30.0,448.0,448.0,18.9,15.0,15.0,15.0,30.0,25.0
48111630,75.0,45.0,465.0,465.0,16.1,35.0,30.0,10.0,45.0,40.0
48111631,65.0,35.0,456.0,456.0,15.4,20.0,30.0,10.0,35.0,30.0
48111632,75.0,35.0,512.0,512.0,34.3,25.0,10.0,0.0,35.0,45.0
48111633,55.0,75.0,436.0,436.0,12.6,25.0,0.0,0.0,75.0,20.0
48111634,370.0,75.0,1355.0,1355.0,47.2,55.0,50.0,30.0,75.0,80.0
48111635,80.0,50.0,464.0,464.0,17.4,20.0,20.0,15.0,50.0,30.0
48111636,55.0,0.0,358.0,358.0,16.7,20.0,15.0,0.0,0.0,10.0
48111637,105.0,0.0,385.0,385.0,27.3,15.0,0.0,0.0,0.0,20.0
48111638,210.0,60.0,970.0,970.0,21.6,70.0,60.0,10.0,60.0,50.0
48111639,135.0,80.0,509.0,509.0,26.5,30.0,20.0,20.0,80.0,95.0
48111640,50.0,0.0,309.0,309.0,18.0,25.0,0.0,0.0,0.0,30.0
48111641,130.0,0.0,661.0,661.0,19.5,15.0,0.0,0.0,0.0,10.0
48111642,90.0,50.0,417.0,417.0,20.5,30.0,0.0,10.0,50.0,15.0
48111643,25.0,95.0,315.0,315.0,7.9,40.0,35.0,0.0,95.0,30.0
48111644,85.0,50.0,469.0,469.0,17.0,20.0,15.0,10.0,50.0,15.0
48111645,80.0,90.0,475.0,475.0,17.9,25.0,50.0,15.0,90.0,30.0
48111646,120.0,145.0,885.0,885.0,13.6,80.0,65.0,30.0,145.0,90.0
48111647,195.0,0.0,785.0,785.0,24.8,15.0,30.0,20.0,0.0,10.0
48111648,220.0,65.0,947.0,947.0,23.3,35.0,0.0,40.0,65.0,25.0
48111649,240.0,335.0,1455.0,1455.0,16.9,20.0,20.0,110.0,335.0,15.0
48111650,210.0,70.0,682.0,682.0,30.1,15.0,20.0,35.0,70.0,20.0
48111651,285.0,455.0,1566.0,1566.0,18.2,45.0,120.0,95.0,455.0,105.0
48111652,120.0,40.0,739.0,739.0,16.2,10.0,25.0,30.0,40.0,25.0
48111653,185.0,115.0,1058.0,1058.0,17.5,20.0,15.0,25.0,115.0,45.0
48111654,100.0,25.0,574.0,574.0,18.3,10.0,0.0,10.0,25.0,25.0
48111655,130.0,85.0,959.0,959.0,13.6,30.0,0.0,20.0,85.0,30.0
48111657,25.0,75.0,418.0,418.0,4.8,25.0,60.0,40.0,75.0,15.0
48111658,90.0,40.0,479.0,479.0,18.9,15.0,0.0,10.0,40.0,0.0
48111659,60.0,85.0,565.0,565.0,10.6,30.0,20.0,0.0,85.0,10.0
48111660,155.0,70.0,749.0,749.0,20.0,25.0,30.0,25.0,70.0,10.0
48111661,45.0,20.0,533.0,533.0,9.3,35.0,0.0,0.0,20.0,25.0
48111662,45.0,40.0,390.0,390.0,11.5,20.0,0.0,0.0,40.0,10.0
48111663,70.0,25.0,526.0,526.0,13.2,10.0,0.0,10.0,25.0,10.0
48111664,65.0,75.0,344.0,344.0,18.8,5.0,25.0,10.0,75.0,10.0
48111665,100.0,15.0,643.0,643.0,15.5,5.0,0.0,0.0,15.0,15.0
48111669,110.0,30.0,761.0,761.0,15.1,20.0,0.0,10.0,30.0,30.0
48111670,75.0,25.0,385.0,385.0,20.8,10.0,0.0,10.0,25.0,40.0
48111672,115.0,25.0,574.0,574.0,20.0,15.0,20.0,15.0,25.0,20.0
48111685,125.0,20.0,728.0,728.0,17.1,25.0,0.0,15.0,20.0,40.0
48111686,95.0,75.0,605.0,605.0,15.7,15.0,0.0,30.0,75.0,25.0
48111687,110.0,0.0,590.0,590.0,18.6,15.0,0.0,10.0,0.0,35.0
48111688,110.0,30.0,765.0,765.0,14.4,20.0,0.0,25.0,30.0,25.0
48111689,95.0,0.0,465.0,465.0,20.4,10.0,0.0,0.0,0.0,20.0
48111690,145.0,15.0,713.0,713.0,20.4,20.0,0.0,25.0,15.0,40.0
48111691,115.0,65.0,739.0,739.0,15.5,20.0,0.0,10.0,65.0,50.0
48111692,125.0,15.0,743.0,743.0,16.9,25.0,0.0,20.0,15.0,45.0
48111693,155.0,35.0,1002.0,1002.0,14.9,30.0,10.0,15.0,35.0,70.0
48111694,55.0,0.0,495.0,495.0,10.1,30.0,0.0,0.0,0.0,55.0
48111695,95.0,0.0,608.0,608.0,15.6,10.0,15.0,0.0,0.0,65.0
48111696,135.0,60.0,1130.0,1130.0,11.5,15.0,20.0,40.0,60.0,55.0
48111697,115.0,40.0,1091.0,1091.0,10.1,15.0,0.0,30.0,40.0,35.0
48111700,60.0,30.0,497.0,497.0,12.0,20.0,20.0,10.0,30.0,25.0
48111701,35.0,40.0,423.0,423.0,7.1,25.0,15.0,0.0,40.0,30.0
48111702,70.0,0.0,492.0,492.0,13.1,20.0,0.0,0.0,0.0,15.0
48111704,160.0,0.0,521.0,521.0,38.5,15.0,0.0,0.0,0.0,45.0
48111705,50.0,30.0,387.0,387.0,12.8,10.0,0.0,10.0,30.0,5.0
48111708,70.0,25.0,328.0,328.0,22.7,15.0,15.0,0.0,25.0,10.0
48111712,85.0,10.0,355.0,355.0,23.9,10.0,0.0,0.0,10.0,30.0
48111713,180.0,0.0,665.0,665.0,27.8,40.0,0.0,0.0,0.0,40.0
48111714,75.0,10.0,451.0,451.0,16.7,30.0,0.0,0.0,10.0,35.0
48111715,90.0,50.0,583.0,583.0,16.2,45.0,0.0,15.0,50.0,85.0
48111716,140.0,90.0,833.0,833.0,16.8,70.0,80.0,10.0,90.0,70.0
48111717,90.0,25.0,468.0,468.0,20.2,30.0,0.0,0.0,25.0,35.0
48111718,200.0,0.0,401.0,401.0,68.8,10.0,0.0,0.0,0.0,65.0
48111719,65.0,45.0,583.0,583.0,11.1,85.0,10.0,10.0,45.0,155.0
48111720,200.0,120.0,720.0,720.0,27.8,40.0,75.0,20.0,120.0,125.0
48111721,0.0,0.0,305.0,305.0,70.5,5.0,0.0,10.0,0.0,0.0
48111722,100.0,110.0,722.0,722.0,24.3,60.0,85.0,25.0,110.0,50.0
48111723,95.0,20.0,497.0,497.0,19.2,35.0,0.0,0.0,20.0,25.0
48111724,155.0,75.0,746.0,746.0,20.8,35.0,25.0,15.0,75.0,30.0
48111725,105.0,0.0,601.0,601.0,16.7,20.0,0.0,0.0,0.0,35.0
48111726,270.0,380.0,4400.0,4400.0,6.0,190.0,235.0,90.0,380.0,230.0
48111727,105.0,85.0,620.0,620.0,16.9,25.0,0.0,0.0,85.0,20.0
48111728,45.0,15.0,509.0,509.0,9.8,30.0,0.0,0.0,15.0,25.0
48111729,35.0,10.0,348.0,348.0,10.0,10.0,0.0,15.0,10.0,15.0
48111730,280.0,735.0,5140.0,5140.0,5.4,245.0,300.0,75.0,735.0,240.0
48111731,105.0,20.0,495.0,495.0,22.2,25.0,0.0,0.0,20.0,30.0
48111732,115.0,15.0,456.0,456.0,24.2,25.0,0.0,15.0,15.0,20.0
48111734,145.0,40.0,558.0,558.0,26.8,15.0,0.0,15.0,40.0,30.0
48111735,105.0,35.0,468.0,468.0,22.3,20.0,10.0,0.0,35.0,20.0
48111740,85.0,0.0,525.0,525.0,16.2,10.0,0.0,0.0,0.0,45.0
48111741,100.0,0.0,524.0,524.0,20.2,15.0,0.0,0.0,0.0,85.0
48111790,85.0,0.0,542.0,542.0,16.5,10.0,0.0,0.0,0.0,50.0
48111791,100.0,0.0,473.0,473.0,22.1,10.0,0.0,0.0,0.0,70.0
48111792,45.0,40.0,530.0,530.0,8.5,25.0,0.0,0.0,40.0,35.0
48111793,65.0,0.0,439.0,439.0,14.8,20.0,0.0,0.0,0.0,40.0
48111794,85.0,60.0,733.0,733.0,11.6,30.0,0.0,0.0,60.0,70.0
48111795,105.0,0.0,527.0,527.0,20.0,10.0,0.0,0.0,0.0,75.0
48111796,95.0,25.0,481.0,481.0,18.8,20.0,0.0,10.0,25.0,65.0
48111802,75.0,15.0,613.0,613.0,12.2,20.0,0.0,10.0,15.0,15.0
48111803,100.0,15.0,541.0,541.0,28.7,35.0,0.0,0.0,15.0,60.0
48111804,55.0,20.0,475.0,475.0,11.6,35.0,10.0,0.0,20.0,35.0
48111805,100.0,40.0,411.0,411.0,24.1,15.0,0.0,25.0,40.0,30.0
48111806,85.0,0.0,431.0,431.0,20.9,20.0,0.0,0.0,0.0,40.0
48111807,75.0,25.0,585.0,585.0,12.0,20.0,10.0,0.0,25.0,30.0
48111808,80.0,30.0,488.0,488.0,17.3,25.0,15.0,15.0,30.0,65.0
48111809,90.0,50.0,521.0,521.0,18.1,25.0,0.0,0.0,50.0,40.0
48111810,85.0,0.0,343.0,343.0,26.5,15.0,0.0,0.0,0.0,35.0
48111811,110.0,30.0,598.0,598.0,18.5,10.0,0.0,20.0,30.0,30.0
48111812,135.0,30.0,566.0,566.0,23.9,10.0,0.0,10.0,30.0,30.0
48111813,145.0,75.0,643.0,643.0,23.3,10.0,15.0,25.0,75.0,30.0
48111814,135.0,30.0,651.0,651.0,20.8,15.0,0.0,0.0,30.0,30.0
48111815,60.0,30.0,447.0,447.0,13.3,15.0,0.0,20.0,30.0,15.0
48111816,60.0,30.0,422.0,422.0,14.3,5.0,15.0,0.0,30.0,25.0
48111817,115.0,10.0,558.0,558.0,20.5,15.0,0.0,20.0,10.0,20.0
48111818,115.0,35.0,715.0,715.0,16.1,15.0,0.0,0.0,35.0,20.0
48111819,100.0,0.0,515.0,515.0,19.4,10.0,0.0,10.0,0.0,40.0
48111820,80.0,0.0,469.0,469.0,17.2,15.0,0.0,0.0,0.0,35.0
48111821,90.0,0.0,570.0,570.0,15.9,15.0,0.0,0.0,0.0,30.0
48111822,105.0,0.0,409.0,409.0,24.4,5.0,0.0,0.0,0.0,20.0
48111825,355.0,15.0,1585.0,1585.0,22.1,60.0,15.0,30.0,15.0,65.0
48111829,60.0,0.0,409.0,409.0,14.6,25.0,0.0,0.0,0.0,15.0
48111831,80.0,90.0,577.0,577.0,13.9,40.0,65.0,10.0,90.0,50.0
48111833,55.0,25.0,467.0,467.0,11.7,35.0,0.0,20.0,25.0,25.0
48111851,100.0,20.0,656.0,656.0,15.3,20.0,10.0,0.0,20.0,55.0
48111854,150.0,50.0,1213.0,1213.0,12.3,30.0,0.0,10.0,50.0,45.0
48111855,220.0,25.0,1404.0,1404.0,15.7,75.0,20.0,20.0,25.0,175.0
48111856,80.0,25.0,384.0,384.0,20.8,30.0,0.0,0.0,25.0,60.0
48111858,255.0,15.0,684.0,684.0,36.5,10.0,0.0,25.0,15.0,30.0
48111859,65.0,0.0,421.0,421.0,15.5,25.0,0.0,0.0,0.0,55.0
48111860,125.0,45.0,665.0,665.0,18.8,45.0,20.0,10.0,45.0,45.0
48111861,120.0,15.0,511.0,511.0,23.5,30.0,0.0,0.0,15.0,35.0
48111862,150.0,40.0,650.0,650.0,26.9,40.0,10.0,10.0,40.0,90.0
48111863,355.0,145.0,864.0,864.0,41.6,45.0,70.0,20.0,145.0,125.0
48111865,55.0,35.0,369.0,369.0,16.2,30.0,30.0,20.0,35.0,30.0
48111868,80.0,0.0,397.0,397.0,20.3,10.0,0.0,0.0,0.0,5.0
48111869,90.0,40.0,587.0,587.0,14.5,25.0,40.0,0.0,40.0,30.0
48111870,50.0,0.0,301.0,301.0,16.7,15.0,0.0,0.0,0.0,10.0
48111871,170.0,125.0,2210.0,2210.0,7.9,90.0,70.0,10.0,125.0,95.0
48111872,135.0,10.0,1218.0,1218.0,11.1,40.0,0.0,0.0,10.0,35.0
48111873,85.0,0.0,405.0,405.0,22.2,10.0,0.0,10.0,0.0,35.0
48111874,155.0,20.0,670.0,670.0,23.1,60.0,0.0,0.0,20.0,75.0
48111875,80.0,25.0,479.0,479.0,16.7,20.0,20.0,0.0,25.0,45.0
48111876,100.0,50.0,542.0,542.0,18.5,15.0,10.0,0.0,50.0,15.0
48111877,80.0,50.0,777.0,777.0,10.3,35.0,25.0,0.0,50.0,35.0
48111878,145.0,145.0,1683.0,1683.0,8.6,85.0,65.0,0.0,145.0,120.0
48111880,65.0,55.0,847.0,847.0,7.7,45.0,20.0,10.0,55.0,40.0
48111882,95.0,0.0,424.0,424.0,22.4,15.0,0.0,0.0,0.0,20.0
48111883,55.0,140.0,532.0,532.0,11.3,45.0,75.0,15.0,140.0,40.0
48111884,110.0,0.0,534.0,534.0,20.6,35.0,0.0,0.0,0.0,35.0
48111886,305.0,175.0,1794.0,1794.0,17.0,35.0,0.0,45.0,175.0,65.0
48111890,120.0,0.0,545.0,545.0,22.0,35.0,0.0,0.0,0.0,25.0
48111891,150.0,50.0,769.0,769.0,19.6,40.0,25.0,25.0,50.0,30.0
48111892,145.0,0.0,549.0,549.0,26.4,25.0,0.0,0.0,0.0,20.0
48111893,150.0,0.0,506.0,506.0,29.4,10.0,0.0,15.0,0.0,10.0
48111894,130.0,35.0,465.0,465.0,28.0,20.0,0.0,0.0,35.0,15.0
48111895,95.0,70.0,512.0,512.0,17.6,15.0,60.0,20.0,70.0,25.0
48111897,75.0,125.0,618.0,618.0,12.9,30.0,30.0,10.0,125.0,35.0
48111898,105.0,110.0,852.0,852.0,12.4,20.0,15.0,15.0,110.0,25.0
48111899,110.0,35.0,446.0,446.0,24.4,15.0,0.0,0.0,35.0,5.0
48111900,85.0,10.0,510.0,510.0,16.7,20.0,0.0,0.0,10.0,30.0
48111901,130.0,30.0,920.0,920.0,14.1,30.0,0.0,25.0,30.0,35.0
48111902,70.0,25.0,480.0,480.0,14.6,20.0,25.0,10.0,25.0,5.0
48111903,55.0,95.0,503.0,503.0,9.9,20.0,75.0,20.0,95.0,25.0
48111904,35.0,115.0,535.0,535.0,6.5,25.0,40.0,0.0,115.0,5.0
48111908,80.0,45.0,440.0,440.0,18.2,20.0,0.0,0.0,45.0,10.0
48111909,40.0,25.0,366.0,366.0,11.0,10.0,0.0,10.0,25.0,10.0
