DAUID,low_income,minority,total_pop,total_pop_census,seniors,lone_parent,recent_immigrant,youth_15_24,visible_minority,low_income_lim
48100367,115.0,30.0,712.0,712.0,16.8,25.0,10.0,15.0,30.0,70.0
48110083,45.0,155.0,638.0,638.0,6.3,55.0,35.0,10.0,155.0,145.0
48110084,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
48110085,35.0,275.0,525.0,525.0,7.6,65.0,160.0,45.0,275.0,180.0
48110086,80.0,65.0,385.0,385.0,20.8,25.0,15.0,10.0,65.0,30.0
48110087,0.0,0.0,238.0,238.0,17.0,10.0,0.0,10.0,0.0,0.0
48110088,60.0,10.0,334.0,334.0,16.7,20.0,0.0,0.0,10.0,30.0
48110089,65.0,245.0,483.0,483.0,13.4,40.0,35.0,20.0,245.0,50.0
48110090,75.0,25.0,413.0,413.0,19.3,30.0,20.0,0.0,25.0,30.0
48110091,90.0,65.0,413.0,413.0,22.0,25.0,10.0,15.0,65.0,35.0
48110092,65.0,120.0,371.0,371.0,17.6,25.0,50.0,20.0,120.0,55.0
48110093,70.0,150.0,455.0,455.0,15.4,30.0,80.0,40.0,150.0,45.0
48110094,80.0,80.0,512.0,512.0,14.6,40.0,10.0,20.0,80.0,45.0
48110095,75.0,75.0,480.0,480.0,15.6,40.0,25.0,10.0,75.0,55.0
48110096,55.0,100.0,432.0,432.0,12.8,25.0,20.0,10.0,100.0,35.0
48110097,65.0,135.0,497.0,497.0,14.1,35.0,50.0,10.0,135.0,65.0
48110098,60.0,20.0,386.0,386.0,16.9,20.0,10.0,10.0,20.0,10.0
48110099,45.0,85.0,459.0,459.0,9.8,25.0,30.0,30.0,85.0,65.0
48110100,145.0,55.0,513.0,513.0,28.2,10.0,0.0,10.0,55.0,70.0
48110101,80.0,60.0,448.0,448.0,16.9,20.0,10.0,0.0,60.0,35.0
48110102,45.0,100.0,498.0,498.0,14.0,40.0,40.0,0.0,100.0,75.0
48110103,70.0,45.0,473.0,473.0,14.7,20.0,0.0,0.0,45.0,35.0
48110104,65.0,205.0,482.0,482.0,13.5,35.0,85.0,85.0,205.0,70.0
48110105,65.0,210.0,459.0,459.0,13.0,40.0,55.0,35.0,210.0,95.0
48110106,95.0,155.0,621.0,621.0,15.3,50.0,30.0,15.0,155.0,60.0
48110107,70.0,80.0,574.0,574.0,12.3,40.0,25.0,25.0,80.0,115.0
48110108,65.0,125.0,409.0,409.0,14.8,20.0,45.0,20.0,125.0,105.0
48110109,80.0,135.0,441.0,441.0,18.2,35.0,40.0,50.0,135.0,80.0
48110110,100.0,185.0,564.0,564.0,17.0,50.0,80.0,40.0,185.0,100.0
48110111,45.0,180.0,420.0,420.0,10.7,35.0,70.0,35.0,180.0,95.0
48110112,100.0,155.0,638.0,638.0,21.9,45.0,50.0,0.0,155.0,125.0
48110113,65.0,170.0,611.0,611.0,11.5,55.0,60.0,25.0,170.0,125.0
48110114,85.0,245.0,625.0,625.0,12.8,40.0,75.0,40.0,245.0,70.0
48110115,90.0,175.0,512.0,512.0,17.6,15.0,40.0,30.0,175.0,60.0
48110116,65.0,140.0,463.0,463.0,14.0,30.0,45.0,30.0,140.0,60.0
48110117,80.0,250.0,556.0,556.0,14.4,35.0,50.0,70.0,250.0,60.0
48110118,70.0,130.0,482.0,482.0,13.4,30.0,35.0,45.0,130.0,45.0
48110119,65.0,175.0,512.0,512.0,11.8,45.0,75.0,30.0,175.0,90.0
48110120,140.0,430.0,954.0,954.0,14.7,55.0,125.0,105.0,430.0,195.0
48110121,90.0,335.0,715.0,715.0,12.6,50.0,130.0,75.0,335.0,120.0
48110122,60.0,105.0,411.0,411.0,14.6,30.0,25.0,25.0,105.0,70.0
48110123,55.0,235.0,492.0,492.0,11.1,40.0,95.0,40.0,235.0,135.0
48110124,55.0,200.0,537.0,537.0,9.3,45.0,115.0,55.0,200.0,145.0
48110125,65.0,140.0,595.0,595.0,11.8,30.0,15.0,10.0,140.0,75.0
48110126,235.0,45.0,670.0,670.0,41.8,25.0,25.0,15.0,45.0,120.0
48110127,40.0,175.0,470.0,470.0,7.4,40.0,45.0,65.0,175.0,105.0
48110130,55.0,190.0,486.0,486.0,10.2,30.0,45.0,35.0,190.0,70.0
48110131,40.0,280.0,548.0,548.0,16.4,30.0,80.0,30.0,280.0,105.0
48110132,100.0,925.0,1571.0,1571.0,6.7,80.0,310.0,175.0,925.0,285.0
48110134,35.0,195.0,430.0,430.0,11.6,20.0,80.0,45.0,195.0,90.0
48110135,135.0,140.0,416.0,416.0,38.6,20.0,0.0,35.0,140.0,195.0
48110136,105.0,100.0,609.0,609.0,19.8,50.0,55.0,15.0,100.0,225.0
48110142,20.0,305.0,531.0,531.0,26.4,10.0,105.0,45.0,305.0,135.0
48110144,105.0,300.0,761.0,761.0,13.8,10.0,85.0,15.0,300.0,105.0
48110145,20.0,175.0,467.0,467.0,5.4,10.0,55.0,35.0,175.0,110.0
48110146,95.0,160.0,540.0,540.0,17.6,15.0,50.0,25.0,160.0,125.0
48110148,75.0,35.0,378.0,378.0,20.0,10.0,0.0,0.0,35.0,10.0
48110149,55.0,125.0,398.0,398.0,13.8,5.0,20.0,15.0,125.0,65.0
48110150,50.0,405.0,987.0,987.0,5.6,10.0,115.0,75.0,405.0,155.0
48110153,45.0,295.0,882.0,882.0,25.0,15.0,50.0,35.0,295.0,150.0
48110154,165.0,285.0,947.0,947.0,17.9,10.0,55.0,60.0,285.0,135.0
48110155,105.0,180.0,601.0,601.0,16.7,15.0,25.0,25.0,180.0,80.0
48110156,65.0,10.0,700.0,700.0,55.0,15.0,0.0,15.0,10.0,35.0
48110157,70.0,155.0,662.0,662.0,10.6,15.0,45.0,10.0,155.0,105.0
48110158,185.0,75.0,500.0,500.0,37.0,10.0,10.0,15.0,75.0,50.0
48110159,325.0,220.0,920.0,920.0,35.3,20.0,55.0,65.0,220.0,80.0
48110160,105.0,115.0,473.0,473.0,22.1,15.0,35.0,20.0,115.0,70.0
48110161,225.0,170.0,1141.0,1141.0,19.7,25.0,50.0,10.0,170.0,150.0
48110163,45.0,220.0,449.0,449.0,8.9,25.0,75.0,30.0,220.0,90.0
48110164,100.0,100.0,452.0,452.0,22.0,10.0,25.0,30.0,100.0,65.0
48110165,45.0,195.0,480.0,480.0,10.4,15.0,90.0,20.0,195.0,95.0
48110166,65.0,190.0,598.0,598.0,10.8,5.0,45.0,60.0,190.0,105.0
48110167,40.0,210.0,605.0,605.0,6.6,20.0,85.0,20.0,210.0,105.0
48110169,70.0,185.0,608.0,608.0,12.4,10.0,135.0,30.0,185.0,105.0
48110170,30.0,120.0,422.0,422.0,7.1,20.0,55.0,30.0,120.0,85.0
48110171,55.0,265.0,615.0,615.0,8.9,20.0,135.0,35.0,265.0,165.0
48110172,65.0,160.0,476.0,476.0,13.5,10.0,45.0,35.0,160.0,75.0
48110173,250.0,240.0,825.0,825.0,30.3,20.0,115.0,65.0,240.0,240.0
48110174,125.0,120.0,911.0,911.0,48.9,15.0,50.0,60.0,120.0,70.0
48110176,45.0,100.0,470.0,470.0,10.6,5.0,30.0,0.0,100.0,90.0
48110177,40.0,145.0,447.0,447.0,7.8,20.0,55.0,15.0,145.0,85.0
48110178,130.0,50.0,479.0,479.0,28.1,15.0,0.0,15.0,50.0,75.0
48110179,40.0,120.0,453.0,453.0,8.8,15.0,25.0,10.0,120.0,75.0
48110180,60.0,40.0,449.0,449.0,13.3,15.0,0.0,15.0,40.0,20.0
48110181,65.0,100.0,522.0,522.0,11.4,20.0,30.0,20.0,100.0,45.0
48110182,75.0,90.0,566.0,566.0,12.4,10.0,25.0,15.0,90.0,30.0
48110183,80.0,55.0,523.0,523.0,15.2,15.0,30.0,20.0,55.0,60.0
48110184,60.0,75.0,514.0,514.0,11.7,20.0,10.0,10.0,75.0,65.0
48110185,0.0,45.0,503.0,503.0,59.0,15.0,30.0,10.0,45.0,0.0
48110186,80.0,165.0,686.0,686.0,10.9,50.0,85.0,15.0,165.0,155.0
48110187,45.0,145.0,414.0,414.0,10.8,25.0,95.0,40.0,145.0,120.0
48110188,70.0,35.0,473.0,473.0,16.0,20.0,25.0,0.0,35.0,25.0
48110189,75.0,80.0,568.0,568.0,13.2,10.0,25.0,0.0,80.0,55.0
48110190,95.0,180.0,593.0,593.0,16.1,25.0,70.0,45.0,180.0,150.0
48110191,60.0,275.0,616.0,616.0,9.8,30.0,165.0,45.0,275.0,120.0
48110192,65.0,300.0,616.0,616.0,10.5,35.0,180.0,65.0,300.0,130.0
48110193,25.0,280.0,435.0,435.0,5.7,20.0,170.0,45.0,280.0,95.0
48110194,60.0,305.0,596.0,596.0,10.1,35.0,160.0,20.0,305.0,95.0
48110195,25.0,500.0,615.0,615.0,4.9,40.0,310.0,65.0,500.0,210.0
48110196,35.0,505.0,643.0,643.0,6.2,35.0,225.0,90.0,505.0,175.0
48110198,25.0,295.0,555.0,555.0,3.6,25.0,190.0,50.0,295.0,185.0
48110199,40.0,230.0,754.0,754.0,5.3,35.0,100.0,50.0,230.0,185.0
48110200,125.0,235.0,994.0,994.0,12.1,30.0,70.0,20.0,235.0,110.0
48110201,70.0,505.0,1251.0,1251.0,6.0,25.0,285.0,45.0,505.0,165.0
48110202,35.0,605.0,809.0,809.0,4.3,40.0,350.0,85.0,605.0,295.0
48110203,20.0,285.0,620.0,620.0,2.4,25.0,125.0,50.0,285.0,165.0
48110206,15.0,215.0,426.0,426.0,3.5,15.0,135.0,15.0,215.0,155.0
48110207,175.0,360.0,580.0,580.0,31.0,25.0,85.0,50.0,360.0,185.0
48110208,80.0,390.0,833.0,833.0,10.2,35.0,145.0,30.0,390.0,175.0
48110209,75.0,295.0,445.0,445.0,16.7,25.0,40.0,45.0,295.0,135.0
48110210,60.0,175.0,369.0,369.0,25.7,30.0,45.0,50.0,175.0,50.0
48110211,55.0,170.0,392.0,392.0,14.1,10.0,60.0,45.0,170.0,50.0
48110212,90.0,150.0,428.0,428.0,27.1,20.0,20.0,20.0,150.0,120.0
48110213,145.0,280.0,1015.0,1015.0,15.8,55.0,80.0,60.0,280.0,300.0
48110215,65.0,215.0,536.0,536.0,12.1,40.0,40.0,40.0,215.0,135.0
48110216,60.0,235.0,478.0,478.0,13.7,30.0,115.0,40.0,235.0,70.0
48110217,70.0,310.0,846.0,846.0,7.7,45.0,130.0,55.0,310.0,145.0
48110218,70.0,125.0,474.0,474.0,16.0,40.0,15.0,40.0,125.0,85.0
48110219,55.0,135.0,468.0,468.0,12.9,25.0,60.0,15.0,135.0,60.0
48110220,55.0,220.0,491.0,491.0,21.4,30.0,120.0,40.0,220.0,70.0
48110221,35.0,125.0,435.0,435.0,9.2,40.0,45.0,35.0,125.0,70.0
48110222,50.0,120.0,414.0,414.0,13.3,25.0,45.0,0.0,120.0,40.0
48110223,65.0,95.0,489.0,489.0,24.7,15.0,40.0,35.0,95.0,45.0
48110225,125.0,185.0,428.0,428.0,30.2,15.0,65.0,25.0,185.0,110.0
48110226,55.0,175.0,506.0,506.0,10.9,25.0,55.0,25.0,175.0,130.0
48110227,15.0,235.0,394.0,394.0,3.8,35.0,135.0,50.0,235.0,125.0
48110228,85.0,180.0,545.0,545.0,14.7,30.0,25.0,45.0,180.0,45.0
48110229,65.0,110.0,655.0,655.0,9.9,40.0,50.0,15.0,110.0,65.0
48110230,85.0,330.0,734.0,734.0,11.6,35.0,185.0,45.0,330.0,180.0
48110231,60.0,275.0,601.0,601.0,10.0,40.0,155.0,50.0,275.0,200.0
48110232,130.0,105.0,536.0,536.0,25.2,30.0,20.0,25.0,105.0,75.0
48110233,35.0,270.0,522.0,522.0,6.7,30.0,160.0,40.0,270.0,115.0
48110234,50.0,330.0,738.0,738.0,7.4,45.0,150.0,50.0,330.0,155.0
48110235,70.0,140.0,581.0,581.0,11.2,30.0,50.0,15.0,140.0,85.0
48110236,50.0,80.0,484.0,484.0,11.3,25.0,35.0,0.0,80.0,40.0
48110237,65.0,85.0,400.0,400.0,15.0,20.0,30.0,25.0,85.0,30.0
48110238,60.0,280.0,782.0,782.0,7.7,60.0,90.0,40.0,280.0,125.0
48110239,115.0,70.0,648.0,648.0,17.8,40.0,15.0,15.0,70.0,40.0
48110240,60.0,100.0,494.0,494.0,12.2,35.0,30.0,15.0,100.0,70.0
48110241,75.0,140.0,601.0,601.0,12.5,50.0,65.0,20.0,140.0,45.0
48110242,45.0,130.0,567.0,567.0,7.9,45.0,45.0,15.0,130.0,90.0
48110243,55.0,300.0,555.0,555.0,9.0,40.0,85.0,45.0,300.0,80.0
48110244,45.0,195.0,492.0,492.0,17.2,35.0,130.0,20.0,195.0,80.0
48110245,100.0,205.0,531.0,531.0,17.9,30.0,50.0,25.0,205.0,30.0
48110246,85.0,120.0,534.0,534.0,15.1,40.0,55.0,25.0,120.0,65.0
48110247,105.0,260.0,738.0,738.0,13.6,45.0,65.0,25.0,260.0,80.0
48110248,70.0,140.0,437.0,437.0,14.8,35.0,50.0,20.0,140.0,35.0
48110249,60.0,175.0,507.0,507.0,12.9,30.0,60.0,20.0,175.0,75.0
48110250,80.0,215.0,502.0,502.0,17.0,35.0,70.0,55.0,215.0,95.0
48110251,95.0,270.0,630.0,630.0,15.1,35.0,130.0,40.0,270.0,85.0
48110252,60.0,235.0,470.0,470.0,13.8,35.0,95.0,45.0,235.0,80.0
48110253,70.0,100.0,495.0,495.0,14.1,40.0,20.0,15.0,100.0,30.0
48110254,70.0,90.0,411.0,411.0,16.9,25.0,40.0,15.0,90.0,35.0
48110255,70.0,345.0,621.0,621.0,11.3,50.0,145.0,50.0,345.0,140.0
48110256,50.0,0.0,483.0,483.0,11.3,45.0,15.0,0.0,0.0,75.0
48110257,80.0,180.0,457.0,457.0,17.6,30.0,65.0,35.0,180.0,75.0
48110258,60.0,130.0,382.0,382.0,17.1,30.0,60.0,30.0,130.0,15.0
48110259,105.0,180.0,592.0,592.0,38.7,25.0,60.0,15.0,180.0,60.0
48110260,100.0,140.0,449.0,449.0,22.2,30.0,20.0,25.0,140.0,60.0
48110261,130.0,290.0,799.0,799.0,15.6,50.0,135.0,25.0,290.0,75.0
48110262,135.0,90.0,563.0,563.0,45.5,20.0,20.0,45.0,90.0,65.0
48110263,85.0,120.0,445.0,445.0,20.2,35.0,40.0,15.0,120.0,45.0
48110264,90.0,135.0,505.0,505.0,17.8,25.0,45.0,25.0,135.0,15.0
48110265,80.0,155.0,520.0,520.0,14.4,30.0,35.0,55.0,155.0,20.0
48110266,125.0,605.0,1052.0,1052.0,11.9,75.0,125.0,90.0,605.0,240.0
48110267,65.0,115.0,250.0,250.0,26.0,10.0,25.0,40.0,115.0,20.0
48110268,75.0,340.0,858.0,858.0,8.8,65.0,100.0,40.0,340.0,180.0
48110269,55.0,345.0,495.0,495.0,11.1,45.0,70.0,45.0,345.0,110.0
48110270,105.0,415.0,749.0,749.0,14.0,40.0,95.0,65.0,415.0,65.0
48110271,85.0,410.0,576.0,576.0,14.8,25.0,45.0,70.0,410.0,20.0
48110273,35.0,175.0,289.0,289.0,14.0,20.0,60.0,35.0,175.0,25.0
48110274,80.0,495.0,838.0,838.0,8.9,55.0,230.0,50.0,495.0,130.0
48110277,75.0,225.0,650.0,650.0,11.5,70.0,40.0,40.0,225.0,150.0
48110280,75.0,460.0,1076.0,1076.0,6.5,130.0,180.0,75.0,460.0,265.0
48110281,75.0,220.0,591.0,591.0,12.7,35.0,90.0,25.0,220.0,40.0
48110284,60.0,135.0,388.0,388.0,16.9,15.0,15.0,10.0,135.0,10.0
48110286,100.0,200.0,567.0,567.0,16.7,45.0,45.0,30.0,200.0,90.0
48110287,60.0,115.0,307.0,307.0,19.7,10.0,0.0,25.0,115.0,20.0
48110288,155.0,400.0,863.0,863.0,18.5,55.0,65.0,70.0,400.0,75.0
48110289,85.0,145.0,318.0,318.0,26.6,10.0,70.0,20.0,145.0,10.0
48110291,200.0,460.0,1105.0,1105.0,17.6,70.0,125.0,95.0,460.0,220.0
48110292,50.0,230.0,364.0,364.0,12.3,30.0,75.0,45.0,230.0,80.0
48110293,95.0,435.0,765.0,765.0,12.4,65.0,175.0,60.0,435.0,200.0
48110294,160.0,565.0,764.0,764.0,20.4,25.0,30.0,125.0,565.0,70.0
48110295,20.0,65.0,573.0,573.0,2.6,50.0,15.0,10.0,65.0,50.0
48110298,85.0,125.0,349.0,349.0,22.9,25.0,35.0,45.0,125.0,65.0
48110300,115.0,100.0,405.0,405.0,28.4,15.0,45.0,45.0,100.0,35.0
48110301,70.0,0.0,316.0,316.0,22.2,15.0,0.0,0.0,0.0,30.0
48110302,60.0,80.0,320.0,320.0,20.3,15.0,35.0,20.0,80.0,20.0
48110303,35.0,560.0,758.0,758.0,5.3,70.0,190.0,50.0,560.0,275.0
48110304,0.0,75.0,244.0,244.0,32.7,10.0,0.0,10.0,75.0,0.0
48110305,10.0,350.0,381.0,381.0,2.6,45.0,95.0,35.0,350.0,175.0
48110306,100.0,155.0,460.0,460.0,21.7,30.0,60.0,40.0,155.0,55.0
48110307,105.0,75.0,349.0,349.0,30.0,20.0,0.0,50.0,75.0,50.0
48110308,195.0,265.0,886.0,886.0,22.0,35.0,30.0,25.0,265.0,60.0
48110309,160.0,370.0,862.0,862.0,17.9,45.0,20.0,75.0,370.0,40.0
48110310,115.0,305.0,659.0,659.0,17.4,30.0,30.0,85.0,305.0,45.0
48110311,65.0,70.0,300.0,300.0,20.0,15.0,0.0,15.0,70.0,10.0
48110314,125.0,350.0,593.0,593.0,21.2,15.0,0.0,60.0,350.0,65.0
48110315,85.0,335.0,543.0,543.0,15.6,25.0,15.0,60.0,335.0,30.0
48110316,70.0,220.0,538.0,538.0,13.9,35.0,15.0,20.0,220.0,45.0
48110317,95.0,180.0,433.0,433.0,20.9,20.0,60.0,20.0,180.0,25.0
48110318,45.0,420.0,700.0,700.0,7.1,65.0,280.0,70.0,420.0,185.0
48110319,40.0,280.0,649.0,649.0,6.2,60.0,110.0,25.0,280.0,125.0
48110320,45.0,65.0,253.0,253.0,17.6,10.0,15.0,0.0,65.0,20.0
48110321,85.0,80.0,394.0,394.0,22.8,15.0,15.0,20.0,80.0,35.0
48110322,85.0,475.0,940.0,940.0,9.0,85.0,225.0,55.0,475.0,240.0
48110323,115.0,140.0,447.0,447.0,24.4,35.0,30.0,20.0,140.0,30.0
48110324,60.0,70.0,265.0,265.0,22.6,15.0,0.0,0.0,70.0,15.0
48110325,65.0,290.0,655.0,655.0,9.9,65.0,115.0,40.0,290.0,105.0
48110326,110.0,195.0,647.0,647.0,17.1,55.0,30.0,25.0,195.0,85.0
48110327,230.0,60.0,574.0,574.0,73.0,20.0,0.0,30.0,60.0,80.0
48110328,110.0,65.0,468.0,468.0,24.5,30.0,15.0,30.0,65.0,25.0
48110329,110.0,215.0,557.0,557.0,20.7,40.0,100.0,55.0,215.0,60.0
48110330,110.0,135.0,448.0,448.0,24.4,30.0,70.0,30.0,135.0,55.0
48110331,65.0,330.0,465.0,465.0,14.0,35.0,95.0,50.0,330.0,65.0
48110332,40.0,170.0,538.0,538.0,8.4,40.0,95.0,45.0,170.0,170.0
48110333,100.0,170.0,498.0,498.0,20.0,30.0,50.0,15.0,170.0,55.0
48110334,60.0,155.0,411.0,411.0,14.5,35.0,70.0,35.0,155.0,45.0
48110335,70.0,100.0,383.0,383.0,16.9,25.0,30.0,20.0,100.0,20.0
48110336,15.0,165.0,524.0,524.0,2.9,55.0,45.0,25.0,165.0,165.0
48110337,80.0,150.0,537.0,537.0,15.0,45.0,50.0,40.0,150.0,70.0
48110338,55.0,225.0,544.0,544.0,10.2,40.0,75.0,35.0,225.0,65.0
48110339,80.0,230.0,534.0,534.0,15.9,40.0,95.0,55.0,230.0,100.0
48110340,65.0,350.0,559.0,559.0,12.5,45.0,130.0,50.0,350.0,85.0
48110341,95.0,215.0,515.0,515.0,19.4,35.0,80.0,15.0,215.0,65.0
48110342,130.0,225.0,617.0,617.0,22.0,40.0,50.0,40.0,225.0,65.0
48110343,85.0,170.0,465.0,465.0,19.4,35.0,105.0,40.0,170.0,70.0
48110344,130.0,85.0,456.0,456.0,29.7,30.0,30.0,70.0,85.0,45.0
48110345,115.0,160.0,341.0,341.0,35.3,20.0,40.0,45.0,160.0,35.0
48110346,0.0,15.0,465.0,465.0,67.7,10.0,0.0,25.0,15.0,0.0
48110347,5.0,235.0,304.0,304.0,3.3,35.0,115.0,20.0,235.0,185.0
48110348,65.0,675.0,1179.0,1179.0,5.5,80.0,415.0,105.0,675.0,395.0
48110349,75.0,380.0,722.0,722.0,10.3,55.0,90.0,40.0,380.0,90.0
48110350,95.0,280.0,566.0,566.0,16.8,20.0,65.0,65.0,280.0,50.0
48110351,95.0,95.0,405.0,405.0,23.5,20.0,0.0,45.0,95.0,40.0
48110352,95.0,145.0,394.0,394.0,24.1,20.0,20.0,30.0,145.0,30.0
48110353,110.0,175.0,466.0,466.0,22.3,30.0,35.0,20.0,175.0,35.0
48110354,70.0,190.0,469.0,469.0,14.9,30.0,100.0,55.0,190.0,70.0
48110355,60.0,55.0,499.0,499.0,11.0,40.0,50.0,25.0,55.0,70.0
48110356,60.0,190.0,520.0,520.0,10.6,35.0,140.0,20.0,190.0,80.0
48110357,60.0,205.0,474.0,474.0,12.6,40.0,125.0,30.0,205.0,105.0
48110358,80.0,110.0,548.0,548.0,14.7,30.0,65.0,30.0,110.0,70.0
48110359,100.0,240.0,565.0,565.0,16.8,40.0,45.0,40.0,240.0,110.0
48110360,65.0,205.0,470.0,470.0,13.8,30.0,60.0,60.0,205.0,20.0
48110361,75.0,315.0,517.0,517.0,14.6,35.0,75.0,55.0,315.0,45.0
48110362,75.0,155.0,458.0,458.0,16.5,35.0,20.0,20.0,155.0,90.0
48110363,65.0,125.0,569.0,569.0,12.4,50.0,15.0,15.0,125.0,95.0
48110364,55.0,125.0,477.0,477.0,11.5,40.0,45.0,30.0,125.0,65.0
48110365,70.0,210.0,581.0,581.0,12.1,45.0,55.0,45.0,210.0,95.0
48110366,85.0,210.0,476.0,476.0,17.9,40.0,35.0,40.0,210.0,100.0
48110367,60.0,300.0,663.0,663.0,9.0,50.0,105.0,55.0,300.0,195.0
48110368,75.0,305.0,754.0,754.0,10.0,35.0,145.0,40.0,305.0,200.0
48110369,45.0,180.0,701.0,701.0,6.4,45.0,75.0,20.0,180.0,170.0
48110370,75.0,120.0,618.0,618.0,25.2,30.0,30.0,40.0,120.0,55.0
48110372,75.0,65.0,391.0,391.0,19.2,25.0,10.0,30.0,65.0,35.0
48110373,100.0,240.0,535.0,535.0,18.7,35.0,75.0,50.0,240.0,65.0
48110374,25.0,295.0,488.0,488.0,7.1,50.0,190.0,15.0,295.0,135.0
48110375,60.0,500.0,975.0,975.0,6.2,110.0,220.0,65.0,500.0,350.0
48110376,50.0,65.0,469.0,469.0,11.7,25.0,25.0,0.0,65.0,100.0
48110377,75.0,85.0,486.0,486.0,15.5,30.0,20.0,0.0,85.0,80.0
48110378,110.0,245.0,693.0,693.0,16.7,45.0,70.0,20.0,245.0,200.0
48110379,30.0,215.0,411.0,411.0,7.3,35.0,70.0,30.0,215.0,65.0
48110380,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
48110381,80.0,170.0,502.0,502.0,16.0,30.0,20.0,40.0,170.0,60.0
48110382,140.0,100.0,497.0,497.0,28.3,20.0,40.0,30.0,100.0,30.0
48110383,70.0,65.0,401.0,401.0,18.8,25.0,10.0,15.0,65.0,35.0
48110384,90.0,25.0,502.0,502.0,18.0,40.0,0.0,0.0,25.0,75.0
48110385,55.0,40.0,443.0,443.0,12.5,35.0,35.0,0.0,40.0,60.0
48110386,65.0,215.0,535.0,535.0,12.1,40.0,55.0,35.0,215.0,50.0
48110388,80.0,315.0,820.0,820.0,9.8,50.0,165.0,50.0,315.0,105.0
48110389,95.0,200.0,662.0,662.0,15.2,50.0,60.0,55.0,200.0,70.0
48110390,75.0,130.0,429.0,429.0,17.4,30.0,20.0,20.0,130.0,60.0
48110391,70.0,155.0,604.0,604.0,14.2,25.0,105.0,20.0,155.0,95.0
48110392,25.0,190.0,450.0,450.0,5.6,55.0,95.0,40.0,190.0,120.0
48110393,90.0,480.0,1232.0,1232.0,7.3,100.0,140.0,95.0,480.0,250.0
48110394,125.0,110.0,593.0,593.0,21.2,30.0,0.0,40.0,110.0,15.0
48110395,260.0,530.0,1734.0,1734.0,15.0,120.0,145.0,75.0,530.0,220.0
48110396,25.0,110.0,508.0,508.0,5.0,40.0,65.0,25.0,110.0,45.0
48110397,130.0,185.0,640.0,640.0,21.1,45.0,80.0,50.0,185.0,30.0
48110398,105.0,90.0,525.0,525.0,20.0,30.0,20.0,35.0,90.0,45.0
48110399,130.0,315.0,1020.0,1020.0,12.3,95.0,105.0,55.0,315.0,155.0
48110400,170.0,460.0,1296.0,1296.0,13.1,50.0,125.0,40.0,460.0,40.0
48110401,325.0,365.0,1105.0,1105.0,29.0,65.0,50.0,75.0,365.0,105.0
48110402,50.0,175.0,385.0,385.0,13.0,25.0,100.0,15.0,175.0,70.0
48110403,55.0,675.0,1076.0,1076.0,5.1,95.0,465.0,85.0,675.0,250.0
48110404,85.0,125.0,497.0,497.0,17.2,35.0,25.0,15.0,125.0,35.0
48110405,70.0,540.0,822.0,822.0,8.5,60.0,265.0,70.0,540.0,210.0
48110406,60.0,445.0,650.0,650.0,9.2,45.0,180.0,70.0,445.0,110.0
48110408,55.0,130.0,350.0,350.0,15.7,25.0,40.0,40.0,130.0,35.0
48110410,60.0,345.0,690.0,690.0,9.4,65.0,75.0,65.0,345.0,190.0
48110412,75.0,170.0,417.0,417.0,19.0,20.0,35.0,40.0,170.0,20.0
48110415,90.0,90.0,579.0,579.0,15.7,40.0,15.0,10.0,90.0,80.0
48110416,80.0,40.0,260.0,260.0,30.8,10.0,0.0,15.0,40.0,15.0
48110417,65.0,105.0,543.0,543.0,12.0,65.0,40.0,10.0,105.0,115.0
48110418,105.0,105.0,524.0,524.0,20.0,35.0,0.0,10.0,105.0,45.0
48110419,50.0,155.0,528.0,528.0,9.5,25.0,70.0,15.0,155.0,25.0
48110420,130.0,85.0,685.0,685.0,18.2,50.0,25.0,25.0,85.0,70.0
48110421,25.0,130.0,370.0,370.0,6.8,50.0,60.0,15.0,130.0,145.0
48110422,90.0,140.0,567.0,567.0,16.7,45.0,0.0,15.0,140.0,50.0
48110423,100.0,165.0,568.0,568.0,17.7,35.0,70.0,15.0,165.0,110.0
48110424,85.0,175.0,598.0,598.0,14.2,45.0,75.0,25.0,175.0,60.0
48110425,55.0,95.0,538.0,538.0,11.2,45.0,0.0,20.0,95.0,95.0
48110426,105.0,320.0,766.0,766.0,13.7,50.0,100.0,65.0,320.0,35.0
48110438,55.0,90.0,284.0,284.0,19.3,15.0,0.0,30.0,90.0,15.0
48110441,0.0,60.0,229.0,229.0,13.0,15.0,0.0,0.0,60.0,0.0
48110442,115.0,250.0,760.0,760.0,15.1,45.0,75.0,45.0,250.0,85.0
48110443,65.0,150.0,462.0,462.0,13.0,35.0,40.0,20.0,150.0,50.0
48110444,175.0,325.0,859.0,859.0,20.3,60.0,115.0,50.0,325.0,70.0
48110445,55.0,60.0,315.0,315.0,17.5,20.0,0.0,0.0,60.0,25.0
48110446,155.0,335.0,885.0,885.0,16.9,60.0,20.0,70.0,335.0,50.0
48110447,65.0,55.0,398.0,398.0,16.5,20.0,10.0,10.0,55.0,15.0
48110448,175.0,240.0,880.0,880.0,19.9,55.0,65.0,30.0,240.0,120.0
48110449,0.0,160.0,237.0,237.0,17.0,15.0,35.0,40.0,160.0,0.0
48110451,125.0,155.0,351.0,351.0,34.3,10.0,15.0,35.0,155.0,20.0
48110633,95.0,260.0,611.0,611.0,15.4,30.0,70.0,60.0,260.0,50.0
